TITLE,accented lemma,SEARCH LEMMA,DISPLAY LEMMA,English Definition,Decl,Idiom,Reg Adject/Adv/Form,Proper,Part Of Speech,DCC SEMANTIC GROUP,DCC Core Frequency,Herodotus 1 frequency rank,DCC Greek Core,Herodotus Book 1 Core (412 words > 10 times),Homer Core (Frequency Categories 1-4),National Collegiate Greek Exam Core,Fundamental 400 (BiCo Elementary Core),Fine 555 (BiCo Third Semester Core),Splendid 655 (BiCo Fourth Semester Core),Alpha to Omega (Groton),Greek: an Intensive Course (Hansen-Quinn),Introduction to Ancient Greek (Luschnig),Introduction to Attic Greek (Mastronarde 2013),Learn to Read Greek (Keller-Russell)
ΠΡΟΔΟΤΗΣ,προδότης,προδοτης,προδότης –ου ὁ,traitor,1,,,,Verb,,,,,,,,,,,,,,29,
ΠΡΟΕΙΜΙ,πρόειμι,προειμι,πρόειμι ––– ––– ––– ––– –––,be before,,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΕΡΕΩ,προερέω,προερεω,προερέω προερῶ προεῖπον προείρηκα προείρημαι προερρήθην,"say beforehand, preface",,,,,Verb,Communication,,,,,,,,,,,,,,
ΠΡΟΕΡΧΟΜΑΙ,προέρχομαι,προερχομαι,προέρχομαι προεῖμι προῆλθον προελήλυθα ––– –––,"go forward, go on, advance",,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΠΡΟΘΕΩ,προθέω,προθεω,προθέω προθεύσομαι ––– ––– ––– –––,run forward,,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΠΡΟΘΥΜΙΑ,προθυμία,προθυμια,προθυμία –ας ἡ,eagerness,1,,,,Noun,The Senses and Feelings,,,,,,,,,,38,,,,
ΠΡΟΘΥΜΟΣ,πρόθυμος,προθυμος,πρόθυμος –ον,eager,2,,,,Adjective,Characteristics,,,,,,,,,,38,,,38,
ΠΡΟΙΗΜΙ,προίημι,προιημι,προίημι προήσω προῆκα προεῖκα προεῖμαι προείθην,"send ahead, shoot",,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΠΡΟΙΣΤΗΜΙ,προίστημι,προιστημι,προίστημι προστήσω προὔστησα προέστηκα προέσταμαι προεστάθην,set in front,,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΚΕΙΜΑΙ,πρόκειμαι,προκειμαι,πρόκειμαι προκείσομαι ––– ––– ––– –––,"be set before, lie exposed, be proposed",,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΛΕΓΩ,προλέγω,προλεγω,προλέγω,proclaim,,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΝΟΙΑ,πρόνοια,προνοια,πρόνοια –ας ἡ,foresight,1,,,,Noun,,,,,,,,,,,,,,,
ΠΡΟΠΑΡΟΙΘΕ,προπάροιθε,,προπάροιθε,"before, in front of",,,,,"Adverb, Preposition",,,,,,4,,,,,,,,,
ΠΡΟΣ-ΘΕΩΝ,πρὸς-θεῶν,προς-θεων,πρὸς θεῶν,good heavens!,,1,,,Idiom,,,,,,,,,,,,,1.b,,
ΠΡΟΣΑΓΟΡΕΥΩ,προσαγορεύω,προσαγορευω,προσαγορεύω,"address, greet, accost",,,,,Verb,Communication,,,,,,,,,,,,,,
ΠΡΟΣΑΓΩ,προσάγω,προσαγω,προσάγω προσάξω προσήγαγον προσῆχα προσῆγμαι προσήχθην,"supply, add, bring to, apply",,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΣΑΥΔΑΩ,προσαυδάω,προσαυδαω,προσαυδάω,"speak to, address, accost",,,,,Verb,Communication,,,,,,,,,,,,,,
ΠΡΟΣΒΑΛΛΩ,προσβάλλω,προσβαλλω,προσβάλλω προσβαλῶ προσέβαλον,"+dat., attack",,,,,Verb,,,,,,,,,,,17,,,,
ΠΡΟΣΒΟΛΗ ,προσβολή ,προσβολη ,προσβολή –ῆς ἡ ,attack,1,,,,Noun,,,,,,,,,,,,,,,
ΠΡΟΣΔΕΧΟΜΑΙ,προσδέχομαι,προσδεχομαι,προσδέχομαι προσδέξομαι προσέδεξαμην ––– προσέδεγμαι προσεδέχθην,accept,,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΣΔΟΚΑΩ,προσδοκάω,προσδοκαω,προσδοκάω,expect,,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΣΕΙΜΙ,πρόσειμι,προσειμι,πρόσειμι πρόσεσομαι ––– ––– ––– –––,"be added to, be present",,,,,Verb,,,,,,,,,,,,,7.a,,
ΠΡΟΣΕΡΧΟΜΑΙ,προσέρχομαι,προσερχομαι,προσέρχομαι προσελεύσομαι προσήλυθον (or προσῆλθον) προσελήλυθα ––– –––,"come or go to, approach",,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΠΡΟΣΕΧΕΙΝ-ΤΟΝ-ΝΟΥΝ,προσέχειν-τόν-νοῦν,προσεχειν-τον-νουν,προσέχειν τόν νοῦν,pay attention to (+dat.),,1,,,Idiom,,,,,,,,,,,,,,40,
ΠΡΟΣΕΧΩ,προσέχω,προσεχω,προσέχω προσέξω προσέσχον προσέσχηκα ––– –––,"offer, bring to, turn to",,,,,Verb,Communication,,,,,,,,,,,,,40,7
ΠΡΟΣΘΕΝ,πρόσθεν,προσθεν,πρόσθεν,"before, in front of",,,,,Adverb,,,,,,4,,,,,,,,27,
ΠΡΟΣΙΗΜΙ,προσίημι,προσιημι,προσίημι προσήξω προσῆκα προσεῖκα προσεῖμαι προσεῖθην,let come to; (mid.) let come to oneself,,,,,Verb,,,,,,,,,,,,,,23,
ΠΡΟΣΛΑΜΒΑΝΩ,προσλαμβάνω,προσλαμβανω,προσλαμβάνω προσλήψομαι προσέλαβον προσείληφα προσείλημμαι προσελήφθην,"to take, get over and above",,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΣΠΙΠΤΩ,προσπίπτω,προσπιπτω,προσπίπτω προσπεσοῦμαι προσέπεσον προσπέπτωκα ––– –––,"fall upon, strike against",,,,,Verb,War and Peace,,,,,,,,,,,,,,
,προσποίεω,προσποιεω,προσποίεω προσποιήσω προσεποίησα προσπεποίηκα προσπεποίημαι προσεποιήθην,add to; (mid. + infin.) pretend to,,,,,Verb,,,,,,,,,,,17,,,,
ΠΡΟΣΤΑΣΣΩ,προστάσσω,προστασσω,προστάσσω προστάξω προσέταξα προστέταχα προστέταγμαι προσετάχθην,"place or post, assign, order",,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΣΤΡΕΧΩ,προστρέχω,προστρεχω,προστρέχω προσδράμουμαι προσέδραμον προσδεδράμηκα ––– –––,run toward,,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΣΦΕΡΩ,προσφέρω,προσφερω,προσφέρω προσοίσω προσήνεγκα προσενήνοχα προσενήνεγμαι προσηνέχθην,"bring to, apply to, propose, assault",,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΣΦΗΜΙ,πρόσφημι,προσφημι,πρόσφημι πρόσφησω προσέφησα,"speak to, address",,,,,Verb,Communication,,,,,,,,,,,,,,
ΠΡΟΣΧΩΡΕΩ,προσχωρέω,προσχωρεω,προσχωρέω,"+dat., go toward",,,,,Verb,,,,,,,,,,,,,,,
ΠΡΟΣΩ,πρόσω,προσω,πρόσω,"forwards, further, henceforth",,,,,Preposition,,,,,,,,,,,,,,,
ΠΡΟΤΕΡΟΝ,πρότερον,προτερον,πρότερον,"before, earlier",,,,,Adverb,,,,,,,,,,,31,19,,,
ΠΡΟΤΙΘΗΜΙ ,προτίθημι ,προτιθημι ,προτίθημι προθήσω πρόθηκα  προτέθηκα –––  προτέθην,"to set out; appoint, propose",,,,,Verb,,,403,,1,,,,,,,,,,
ΠΡΟΦΑΣΙΣ,πρόφασις,προφασις,πρόφασις –εως ἡ,"allegation, excuse, plea",3,,,,Noun,Law,,,,,,,,,,,,,,
ΠΡΟΦΗΤΗΣ,προφήτης,προφητης,προφήτης –ου ὁ,"interpreter, prophet",1,,,,Noun,Religion,,,,,,,,,,,,,,
ΠΡΟΧΩΡΕΩ,προχωρέω,προχωρεω,προχωρέω προχωρήσω προχώρησα,"go forward; come forward, advance",,,,,Verb,,,,,,,,,,,,,,,
ΠΡΥΜΝΗ ,πρύμνη ,πρυμνη ,πρύμνη –ης ἡ ,stern (of a ship),1,,,,Noun,,,,,,,,,,,,,,,
ΠΡΥΤΑΝΙΣ,πρύτανις,πρυτανις,πρύτανις –εως ὁ,prytanis,3,,,,Noun,,,,,,,,,,,29,,,,
ΠΡῼΡΑ,πρῷρα,πρῳρα,πρῷρα –ας,bow (of a ship),1,,,,Noun,,,,,,,,,,,,,,,
ΠΤΕΡΟΕΙΣ,πτερόεις,πτεροεις,πτερόεις πτερόεσσα πτερόεν,winged,3,,,,Adjective,Natural World,,,,,3,,,,,,,,,
ΠΤΕΡΟΝ,πτερόν,πτερον,πτερόν –οῦ τό,wing,2,,,,Noun,Natural World,,,,,,,,,,,,,,
ΠΥΘΙΗ/N,Πυθίη/N,Πυθιη/N,Πυθίη ἡ,"Pythia, priestess of Apollo",1,,,1,Noun,,,235,,1,,,,,,,,,,
ΠΥΚΙΝΟΣ,πυκινός,,πυκινός,"close, thick, compact","1, 2",,,,Adjective,,,,,,4,,,,,,,,,
ΠΥΚΝΟΣ,πυκνός,πυκνος,πυκνός –ή –όν,"close, compact, dense",1,,,,Adjective,,,,,,,,,,,,,,,
ΠΥΛΗ,πύλη,πυλη,πύλη –ης ἡ,gate,1,,,,Noun,,,,,,4,,,,,,,,,
ΠΥΡΑ ,πυρά ,πυρα ,πυρά –ᾶς ἡ ,funeral pyre,1,,,,Noun,,,,,,,,,,,,,,,
ΠΥΡΓΟΣ,πύργος,πυργος,πύργος –ου ὁ ,tower,2,,,,Noun,,,,,,,,,,,,,,,
ΠΩ,πω,πω,πω,"up to this time, yet",,,,,Particle,,,,,,3,,,,,,,,,9
ΠΩΛΕΩ,πωλέω,πωλεω,πωλέω πωλήσω ἐπώλησα πεπώληκα πεπώλημαι ἐπωλήθην,sell,,,,,Verb,,,,,,,,,,,18,,,,
ΠΩΠΟΤΕ,πώποτε,πωποτε,πώποτε,ever yet,,,,,Adverb,,,,,,,,,,,,,,,9
ΠϡΛΑΣ,πέλας,πελας,πέλας,near (+gen.),,,,,Adverb,,,,,,,,,,,,,,39,
ΡΑΘΥΜΟΣ ,ῥάθυμος ,ραθυμος ,ῥάθυμος –ον,careless,3,,,,Adjective,,,,,,,,,,,,,,38,
ΡᾼΣΤΟΣ,ῥᾷστος,ρᾳστος,ῥᾷστος –η –ον,easiest,1,,,,Adjective,,,,,,,,,,,33,,10,31,
ΡᾼΩΝ,ῥᾴων,ρᾳων,ῥᾴων –ον,easier,3,,,,Adjective,,,,,,,,,,,33,,10,31,
ΡΕΖΩ,ῥέζω,ρεζω,ῥέζω,"work, offer",,,,,Verb,,,,,,3,,,,,,,,,
ΡΕΩ,ῥέω,ρεω,ῥέω ῥυήσομαι ––– ἐρρύηκα ––– ἐρρύην,"flow, run, stream",,,,,Verb,Natural World,,226,,1,4,,,1,1,,,11.a,40,
ΡΗΓΝΥΜΙ,ρήγνυμι,ρηγνυμι,ρήγνυμι,"break, shatter, tear",,,,,Verb,,,,,,4,,,,,,,12.a,23,
ΡΗΤΟΡΙΚΗ,ῥητορική,ρητορικη,ῥητορική –ῆς ἡ,rhetoric,1,,,,Noun,,,,,,,,,,,,7,,,
ΡΗΤΟΣ,ῥητός,ρητος,ῥητός –ή –όν,"stated, specified",1,,,,Adjective,,,,,,,,,,,,,,,
ΡΗΤΩΡ,ῥήτωρ,ρητωρ,ῥήτωρ ῥήτορος ὁ,"public speaker, orator",3,,,,Noun,Government and Society,,,,,,,1,1,1,16,7,5.a,15,5
ΡΙΠΤΩ,ῥίπτω,ριπτω,ῥίπτω ῥίζψω ἔρριψα ἔρριμμαι ἐρρίφθην,"throw, cast, hurl",,,,,Verb,,,,,,,,,,,20,,8,37,
ΡΥΘΜΟΣ,ῥύθμος,ρυθμος,ῥύθμος –ου ὁ,rhythm,2,,,,Noun,,,,,,,,,,,,,,,
ΡΩΜΗ,ῥώμη,ρωμη,ῥώμη –ης ἡ,"bodily strength, might",1,,,,Noun,,,,,,,,,,,,,,,
ΣΑΚΟΣ,σάκος,,σάκος -εος τό,the great shield,3,,,,Noun,,,,,,4,,,,,,,,,
ΣΑΛΑΜΙΣ/N,Σαλαμίς/N,Σαλαμις/N,Σαλαμίς –ος ἡ,Salamis,3,,,1,Noun,,,,,,,,,,,,,,,
ΣΑΟΩ,σαόω,,σαόω," save, preserve, deliver, mid., oneself",,,,,Verb,,,,,,4,,,,,,,,,
ΣΑΡΔΙΣ/N,Σάρδις/N,Σαρδις/N,Σάρδις –ίων αἱ,"Sardis, capita city of Lydia",3,,,1,Noun,,,85,,1,,,,,,,,,,
ΣΕΑΥΤΟΥ,σεαυτοῦ,σεαυτου,σαυτοῦ –ῆς,of yourself,2,,,,Pronoun,,,,,,,,1,1,1,19,15,9.a,25,
ΣΕΛΗΝΗ,σελήνη,σεληνη,σελήνη –ης ἡ,moon,1,,,,Noun,Natural World,,,,,,,,,,,,,,
ΣΕΜΝΟΣ ,σεμνός ,σεμνος ,σεμνός –ή –όν,holy; august,1,,,,Adjective,,,,,,,,,,,,,,,
ΣΕΥΩ,σεύω,σευω,σεύω,"start, drive; rush",,,,,Verb,Locomotion,,,,,3,,,,,,,,,
ΣΗΜΕΙΟΝ,σημεῖον,σημειον,σημεῖον –ου τό,"a sign, token, omen",2,,,,Noun,Religion,,,,,4,,,,,,,,,
ΣΘΕΝΟΣ,σθένος,σθενος,σθένος –εος τό,strength,3,,,,Noun,,,,,,,,,,,,,,,
ΣΙΓΑΩ,σιγάω,σιγαω,σιγάω,keep silence,,,,,Verb,,,,,,,,,,,,,11.a,32,
ΣΙΓΗ,σιγή,σιγη,σιγή –ῆς ἡ,silence,1,,,,Noun,,,,,,,,,,,,9,,,
ΣΙΔΗΡΟΣ,σίδηρος,σιδηρος,σίδηρος –ου ὁ,iron,2,,,,Noun,,,,,,,,,,,,,,42,
ΣΙΜΩΝΙΔΗΣ/N,Σιμωνίδης /N,Σιμωνιδης/N,Σιμωνίδης –ου ὁ,Simonides,2,,,1,Noun,,,,,,,,,,,,,,,
ΣΙΤΙΟΝ,σιτίον,σιτιον,σιτίον –ου τό,"grain, bread, food",2,,,,Noun,,,,,,,,,,,,,,30,
ΣΙΤΟΣ,σῖτος,σιτος,σῖτος –ου ὁ,grain; bread,2,,,,Noun,"Family, Friendship, and the Home",,,,,4,,,,,45,,,30,
ΣΙΩΠΑΩ,σιωπάω,σιωπαω,σιωπάω,"keep silence, keep secret",,,,,Verb,,,,,,,,,,,,,11.a,,
ΣΚΕΠΤΟΜΑΙ,σκέπτομαι,σκεπτομαι,σκέπτομαι (σκοπέω) σκέψομαι ἐσκεψάμην ἔσκεμμαι,examine,,,,,Verb,,,,,,,,,,,,,,38,
ΣΚΕΥΑΖΩ,σκευάζω,σκευαζω,σκευάζω σκευάσω ἐσκεύασα ἐσκεύακα ἐσκεύασμαι ἐσκευάσθην,prepare,,,,,Verb,,,,,,,,,,,,,,,
ΣΚΗΝΗ,σκήνη,σκηνη,σκήνη –ης ἡ,"tent, stage",1,,,,Noun,War and Peace,,,,,,,,,,4,,3.b,4,
ΣΚΛΗΡΟΣ,σκληρός,σκληρος,σκληρός –ά –όν,"hard, harsh, austere, sturdy",1,,,,Adjective,,,,,,,,,,,,,,,
ΣΚΥΘΗΣ/N,Σκύθης/N,Σκυθης/N,Σκύθης ὁ,Scythian,1,,,1,Noun,,,204,,1,,,,,,,,,,
ΣΟΛΩΝ/N,Σόλων /N,Σολων/N,Σόλων ὁ,Solon,3,,,1,Noun,,,362,,1,,,,,,,,,,
ΣΟΦΙΑ,σοφία,σοφια,σοφία –ας ἡ,"cleverness, skill, wisdom",1,,,,Noun,Education,,,,,,,,,,13,6,,17,1
ΣΟΦΙΣΤΗΣ ,σοφιστής ,σοφιστης ,σοφιστής –οῦ ὁ,wise man; sophist,2,,,,Noun,,,,,,,,,,,,,,,
ΣΠΑΡΤΙΑΤΗΣ/N,Σπαρτιάτης /N,Σπαρτιατης/N,Σπαρτιάτης –ου ὁ,a Spartan,1,,,1,Noun,,,,,,,,,,,,,,,
ΣΠΕΝΔΩ,σπένδω,σπενδω,σπένδω σπείσω ἔσπεισα ἔσπεισμαι,"pour a libation; middle, make a treaty; make peace (by pouring a libation with the other party)",,,,,Verb,,,,,,,,,,,,,,11,
ΣΠΕΥΔΩ,σπεύδω,σπευδω,σπεύδω σπεύσω ἔσπευσα ἔσπευκα ἔσπευσμαι ἔσπευθην,hurry,,,,,Verb,,,,,,,,,,,3,,,37,
ΣΠΟΝΔΑΙ ,σπονδαί ,σπονδαι ,σπονδαί –ῶν αἱ,peace treaty,1,,,,Noun,,,,,,,,,,,,,,,
ΣΠΟΝΔΗ,σπονδή,σπονδη,σπονδή –ῆς ἡ,libation,1,,,,Noun,Religion,,,,,,,,,,,,,29,13
ΣΠΟΥΔΑΖΩ,σπουδάζω,σπουδαζω,σπουδάζω σπουδάσομαι ἐσπούδασα ἐσπούδακα ἐσπούδασμαι ἐσπουδάσθην,"make haste, be eager, do hastily",,,,,Verb,Locomotion,,,,,,,,,,,,,37,
ΣΠΟΥΔΗ,σπουδή,σπουδη,σπουδή –ῆς ἡ,"haste, speed, seriousness",1,,,,Noun,,,,,,,,,,,,,,41,
ΣΤΑΣΙΣ,στάσις,στασις,στάσις –εως ἡ,"position, setting; faction",3,,,,Noun,,,,,,,,,,,,14,,21,
ΣΤΕΛΛΩ,στέλλω,στελλω,στέλλω στελῶ ἔστειλα ἔσταλκα ἔσταλμαι ἐστάλθην,send,,,,,Verb,,,,,,,,,,,,,,41,
ΣΤΕΝΑ ,στενά ,στενα ,στενά –ῶν τά ,"pl., narrows, straits; mountain pass",2,,,,Noun,,,,,,,,,,,,,,,
ΣΤΕΝΑΖΩ,στενάζω,στεναζω,στενάζω,groan,,,,,Verb,,,,,,,,,,,,,,,
ΣΤΕΝΟΣ,στενός,στενος,στενός –ή –όν,narrow; (pl.) narrows; straits; mountain pass,1,,,,Adjective,,,,,,,,,,,,,,17,
ΣΤΕΡΕΩ,στερέω,στερεω,στερέω στερήσω (or στερῶ) ἐστέρησα ἐστέρηκα στερήσομαι ἐστερήθην,separate,,,,,Verb,,,,,,,,,,,,,,,
ΣΤΕΡΝΟΝ,στέρνον,στερνον,στέρνον –ου τό,chest,2,,,,Noun,Body parts,,,,,,,,,,,,,,
ΣΤΕΦΑΝΟΣ,στέφανος,στεφανος,στέφανος,"crown, wreath",2,,,,Noun,,,,,,,,,,,,2,,,
ΣΤΕΦΑΝΟΩ,στεφανόω,στεφανοω,στεφανόω στεφανώσω ἐστεφάνωσα ἐστεφάνωκα ἐστεφάνωμαι ἐστεφανώθην,"surround, crown",,,,,Verb,,,,,,,,,,,,,,,
ΣΤΗΘΟΣ,στῆθος,στηθος,στῆθος –εος τό,breast,3,,,,Noun,Body parts,,,,,3,,,,,,,,,
ΣΤΟΛΟΣ,στόλος,στολος,στόλος –ου ὁ,expedition,2,,,,Noun,War and Peace,,,,,,,,,,,,,,
ΣΤΡΑΤΕΙΑ,στρατεία,στρατεια,στρατεία –ας ἡ,"expedition, campaign",1,,,,Noun,War and Peace,,,,,,,,,,,,,,
ΣΤΡΑΤΕΥΜΑ,στράτευμα,στρατευμα,στράτευμα –ατος τό,an expedition; army,3,,,,Noun,War and Peace,,,,,,,,,,,,,27,
ΣΤΡΑΤΕΥΩ,στρατεύω,στρατευω,στρατεύω στρατεύσω ἐστράτευσα ἐστράτευκα ἐστράτευμαι ἐστρατεύθην,"serve in war, march",,,,,Verb,War and Peace,,126,,1,,,,1,1,,,,31,
ΣΤΡΑΤΙΩΤΗΣ,στρατιώτης,στρατιωτης,στρατιώτης,soldier,1,,,,Noun,,,,,,,1,1,1,1,36,4,,6,
ΣΤΡΑΤΟΠΕΔΕΥΩ,στρατοπεδεύω,στρατοπεδευω,στρατοπεδεύω στρατοπεδεύσω ἐστρατοπέδευσα ἐστρατοπέδευκα ἐστρατοπέδευμαι ἐστρατοπεδεύθην,encamp,,,,,Verb,War and Peace,,,,,,,,,,,,,,
ΣΤΡΑΤΟΠΕΔΟΝ,στρατόπεδον,στρατοπεδον,στρατόπεδον –ου τό,"camp, army",2,,,,Noun,War and Peace,,,,,,,,,,36,,,17,
ΣΤΡΕΦΩ,στρέφω,στρεφω,στρέφω στρέψω ἔστρεψα ––– ἔστραμμαι ἐστράφθην,turn,,,,,Verb,,,,,,4,,,,,,,9.b,26,
ΣΤΥΓΕΩ,στυγέω,στυγεω,στυγέω,hate,,,,,Verb,,,,,,,,,,,,,,,
ΣΥΒΩΤΗΣ,συβώτης -εω,,συβώτης -εω,swineherd,3,,,,Noun,,,,,,4,,,,,,,,,
ΣΥΓΓΙΓΝΟΜΑΙ,συγγίγνομαι,συγγιγνομαι,συγγίγνομαι,be in company with,,,,,Verb,,,,,,,,,,,,,4,,
ΣΥΓΓΙΓΝΩΣΚΩ,συγγιγνώσκω,συγγιγνωσκω,συγγιγνώσκω συγγνώσομαι συνέγνων συνέγνωκα συνέγνωσμαι συνεγνώσθην,agree with; acknowledge; pardon (+dat.),,,,,Verb,,,,,,,,,,,,,,33,
ΣΥΓΚΕΙΜΑΙ,σύγκειμαι,συγκειμαι,σύγκειμαι σύγκεισομαι ––– ––– ––– –––,"lie together, be composed of",,,,,Verb,,,,,,,,,,,,,,,
ΣΥΓΚΟΜΙΖΩ,συγκομίζω,συγκομιζω,συγκομίζω,bring together,,,,,Verb,,,,,,,,,,,,,4,,
ΣΥΓΧΡΟΝΕΩ,συγχρονέω,συγχρονεω,συγχρονέω,be contemporary with,,,,,Verb,,,,,,,,,,,,,4,,
ΣΥΓΧΩΡΕΩ,συγχωρέω,συγχωρεω,συγχωρέω συγχωρήσω συγεχώρησα συγκεχώρηκα συγκεχώρημαι συγεχώρηθην,"come together, give place, agree",,,,,Verb,,,,,,,,,,,,,,,
ΣΥΖΩ,συζῶ,συζω,συζῶ,live with,,,,,Verb,,,,,,,,,,,,,4,,
ΣΥΚΗ,συκῆ,συκη,συκῆ –ῆς ἡ,fig tree,1,,,,Noun,,,,,,,,,,,,,,42,
ΣΥΚΟΝ,σῦκον,συκον,σῦκον –ου τό,fig,2,,,,Noun,,,,,,,,,,,,,,42,
ΣΥΛΛΑΜΒΑΝΩ,συλλαμβάνω,συλλαμβανω,συλλαμβάνω συλλήψομαι συνέλαβον συνείληφα συνείλημμαι συνέλαβηθην,"rally, take up, put together, comprehend",,,,,Verb,Locomotion,,,,,,,,,,19,,4,,
ΣΥΛΛΕΓΩ,συλλέγω,συλλεγω,συλλέγω,collect,,,,,Verb,,,,,,,,,,,,,4,39,
ΣΥΛΛΥΩ,συλλύω,συλλυω,συλλύω,help in loosing,,,,,Verb,,,,,,,,,,,,,4,,
ΣΥΜΒΑΛΛΩ,συμβάλλω,συμβαλλω,συμβάλλω συμβαλῶ συμέβαλον συμβέβληκα συμβέβλημαι συμεβλήθην,"throw together, meet, unite",,,,,Verb,,,364,,1,,,,,,,,4,,
ΣΥΜΒΟΥΛΕΥΩ,συμβουλεύω,συμβουλευω,συμβουλεύω συμβουλεύσω συνεβούλευσα συμβεβούλευκα ––– –––,advise mid; take counsel with,,,,,Verb,Government and Society,,,,,,,,,,,18,,33,
ΣΥΜΜΑΧΕΩ,συμμαχέω,συμμαχεω,συμμαχέω συμμαχήσω ἐσυμμάχησα ἐσυμμάχηκα ἐσυμμάχημαι ἐσυμμαχήθην,be an ally,,,,,Verb,War and Peace,,,,,,,,,,,,11.a,,
ΣΥΜΜΑΧΙΑ,συμμαχία,συμμαχια,συμμαχία –ας ἡ,alliance,1,,,,Noun,War and Peace,,,,,,,,,,,,,,
ΣΥΜΜΑΧΟΣ/1,σύμμαχος ,συμμαχος ,σύμμαχος –ου ὁ,ally,2,,,,Noun,,,,,,,,,,,,,,9,
ΣΥΜΜΕΤΡΟΣ,σύμμετρος,συμμετρος,σύμμετρος –ον,"exactly fitting, proportional ",2,,,,Adjective,,,,,,,,,,,,,,,
ΣΥΜΜΙΓΝΥΜΙ,συμμίγνυμι,συμμιγνυμι,συμμίγνυμι,"mix together, commingle",,,,,Verb,,,,,,,,,,,,,,,
ΣΥΜΠΑΣ,σύμπας,συμπας,σύμπας –πᾶσα –πᾶν,"all together, on the whole",3,,,,Adjective,,,,,,,,,,,,8,,,
ΣΥΝ-ΘΕΟΙΣ,σὺν θεοῖς,συν θεοις,σὺν θεοῖς,God willing; with luck,,1,,,Idiom,,,,,,,,,,,,,,,
ΣΥΝΑΓΕΙΡΩ,συναγείρω,συναγειρω,συναγείρω συναγερῶ συνήγειρα,"gather X; middle, intransitive; gather together",,,,,Verb,,,,,,,,,,,,,,,
ΣΥΝΑΓΩ,συνάγω,συναγω,συνάγω συνάξω συνήγαγον συνῆχα συνῆγμαι συνήχθην,"bring together, unite, contract",,,,,Verb,,,,,,,,,,,,,,,
ΣΥΝΑΠΤΩ,συνάπτω,συναπτω,συνάπτω συνάψω συνῆψα συνῆμμαι συνήφθην,"tie, join together mid; take part with",,,,,Verb,,,,,,,,,,,,,,,
ΣΥΝΕΙΜΙ,σύνειμι,συνειμι,σύνειμι συνέσομαι ––– ––– ––– –––,"be with, live, have dealings with",,,,,Verb,Life and Death,,,,,,,,,,,,7.a,,
ΣΥΝΕΡΧΟΜΑΙ,συνέρχομαι,συνερχομαι,συνέρχομαι συνελεύσομαι συνῆλθον συνελήλυθα ––– –––,"go together, assemble, meet",,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΣΥΝΕΧΗΣ,συνεχής,συνεχης,συνεχής –ές,holding together; continuous,3,,,,Adjective,,,,,,,,,,,,,,,
ΣΥΝΘΗΚΗ,συνθήκη,συνθηκη,συνθήκη –ης ἡ,"composition, contract",1,,,,Noun,,,,,,,,,,,,,,,
ΣΥΝΙΗΜΙ,συνίημι,συνιημι,συνίημι,"understand, comprehend",,,,,Verb,,,,,,,,,,,,18,,,
ΣΥΝΙΣΤΗΜΙ,συνίστημι,συνιστημι,συνίστημι συνστήσω συνέστησα (2nd aor. συνέστην) συνέστηκα συνέσταμαι συνεστάθην,"place together, introduce; stand together",,,,,Verb,,,,,,,,,,,,,,,
ΣΥΝΟΙΔΑ,σύνοιδα,συνοιδα,σύνοιδα,"be aware, know",,,,,Verb,,,,,,,,,,,,19,,,
ΣΥΝΟΙΚΕΩ,συνοικέω,συνοικεω,συνοικέω συνοικήσω συνῴκησα συνῴκηκα συνῴκημαι συνῳκήθην,"to dwell together, live together",,,,,Verb,,,405,,1,,,,,,,,,,
ΣΥΝΤΑΣΣΩ,συντάσσω,συντασσω,συντάσσω συντάξω συνέταξα συντέταχα συντέταγμαι συνετάχθην,"put in array, arrange",,,,,Verb,,,,,,,,,,,,,,,
ΣΥΝΤΙΘΗΜΙ,συντίθημι,συντιθημι,συντίθημι συντιθήσω συνέθηκα συντέθηκα συντέτειμαι συνετέθην,"put together, construct, devise",,,,,Verb,,,,,,,,,,,,,,23,
ΣΥΣ,σῦς συός,,σῦς συός,"swine, pig, hog",3,,,,Noun,,,,,,4,,,,,,,,21,
ΣΥΣΤΕΛΛΩ,συστέλλω,συστελλω,συστέλλω,draw together,,,,,Verb,,,,,,,,,,,,,4,,
ΣΦΑΖΩ,σφάζω,σφαζω,σφάζω σφάξω ἔσφαξα ἔσφακα ἔσφαγμαι ἐσφάχθην,kill,,,,,Verb,War and Peace,,,,,,,,,,,,,,
ΣΦΕΙΣ,σφεῖς,σφεις,σφεῖς,they,,,1,,Pronoun,,,28,,1,2,,,1,1,,15,,25,
